name,Type,Orbit (AU),e,Value ($),Est. Profit ($),Δv (km/s),Group
2018 RT32,?,3.096,0.144,0,0,10.781,MBA
2018 RS32,?,2.903,0.281,0,0,9.453,MBA
2018 RR32,?,2.283,0.169,0,0,8.606,MBA
2018 RQ32,?,2.68,0.267,0,0,9.461,MBA
2018 RP32,?,2.569,0.155,0,0,9.528,MBA
2018 RO32,?,2.6,0.117,0,0,10.532,MBA
2018 RN32,?,1.99,0.088,0,0,10.909,IMB
2018 RM32,?,3.166,0.158,0,0,11.099,MBA
2018 RL32,?,3.139,0.46,0,0,10.64,MBA
2018 RK32,?,3.14,0.153,0,0,10.564,MBA
2018 RJ32,?,2.268,0.296,0,0,8.096,MCA
2018 RH32,?,2.618,0.307,0,0,12.148,MBA
2018 RF32,?,2.338,0.247,0,0,8.659,MBA
2018 RE32,?,2.225,0.172,0,0,8.555,MBA
2018 RC32,?,3.096,0.307,0,0,9.597,MBA
2018 RB32,?,2.537,0.195,0,0,9.904,MBA
2018 RA32,?,2.375,0.254,0,0,8.435,MBA
2018 RY31,?,2.567,0.19,0,0,10.143,MBA
2018 RW31,?,2.701,0.099,0,0,10.005,MBA
2018 RU31,?,2.699,0.275,0,0,9.437,MBA
2018 RT31,?,2.597,0.203,0,0,9.517,MBA
2018 RR31,?,2.382,0.113,0,0,9.389,MBA
2018 RQ31,?,3.105,0.254,0,0,10.573,MBA
2018 RP31,?,2.582,0.183,0,0,9.914,MBA
2018 RO31,?,2.364,0.243,0,0,9.229,MBA
2018 RN31,?,2.685,0.26,0,0,9.899,MBA
2018 RM31,?,2.643,0.292,0,0,9.497,MBA
2018 RL31,?,2.643,0.305,0,0,9.342,MBA
2018 RK31,?,2.593,0.222,0,0,9.842,MBA
2018 RJ31,?,2.54,0.104,0,0,9.917,MBA
2018 RG31,?,2.602,0.238,0,0,12.041,MBA
2018 RF31,?,2.309,0.167,0,0,8.636,MBA
2018 RE31,?,2.586,0.189,0,0,9.913,MBA
2018 RD31,?,2.641,0.186,0,0,9.917,MBA
2018 RC31,?,2.695,0.241,0,0,9.856,MBA
2018 RB31,?,2.596,0.294,0,0,9.156,MBA
2018 RA31,?,1.941,0.155,0,0,10.644,MCA
2018 RW30,?,2.216,0.236,0,0,8.084,MBA
2018 RV30,?,2.353,0.266,0,0,8.354,MBA
2018 RU30,?,2.337,0.166,0,0,8.816,MBA
2018 RT30,?,2.211,0.252,0,0,8.078,MCA
2018 RS30,?,2.603,0.269,0,0,9.592,MBA
2018 RQ30,?,3.093,0.069,0,0,11.549,MBA
2018 RP30,?,2.286,0.242,0,0,8.161,MBA
2018 RO30,?,2.403,0.238,0,0,8.588,MBA
2018 RN30,?,3.033,0.235,0,0,10.538,MBA
2018 RL30,?,2.375,0.207,0,0,8.81,MBA
2018 RK30,?,2.364,0.25,0,0,8.763,MBA
2018 RJ30,?,2.34,0.135,0,0,9.14,MBA
2018 RH30,?,2.888,0.157,0,0,10.455,MBA
2018 RG30,?,3.045,0.097,0,0,11.589,MBA
2018 RF30,?,3.949,0.313,0,0,10.622,OMB
2018 RE30,?,2.679,0.377,0,0,9.187,MBA
2018 RD30,?,2.62,0.243,0,0,13.575,MBA
2018 RC30,?,2.527,0.14,0,0,10.49,MBA
2018 RA30,?,3.177,0.212,0,0,10.936,MBA
2018 RY29,?,3.168,0.077,0,0,11.069,MBA
2018 RW29,?,2.195,0.248,0,0,7.952,MCA
2018 RV29,?,3.091,0.19,0,0,11.281,MBA
2018 RU29,?,3.108,0.339,0,0,10.049,MBA
2018 RT29,?,1.903,0.081,0,0,10.233,IMB
2018 RS29,?,3.134,0.147,0,0,10.441,MBA
2018 RR29,?,2.798,0.239,0,0,9.584,MBA
2018 RQ29,?,2.222,0.208,0,0,8.295,MBA
2018 RP29,?,2.619,0.278,0,0,12.378,MBA
2018 RO29,?,2.302,0.247,0,0,8.265,MBA
2018 RN29,?,2.558,0.276,0,0,8.656,MBA
2018 RM29,?,2.756,0.285,0,0,9.305,MBA
2018 RL29,?,2.301,0.164,0,0,8.752,MBA
2018 RK29,?,3.083,0.233,0,0,11.104,MBA
2018 RJ29,?,3.106,0.157,0,0,11.235,MBA
2018 RG29,?,3.971,0.321,0,0,10.498,OMB
2018 RF29,?,3.225,0.19,0,0,12.927,OMB
2018 RE29,?,2.692,0.347,0,0,8.609,MBA
2018 RD29,?,2.381,0.272,0,0,8.994,MBA
2018 RC29,?,2.655,0.104,0,0,10.642,MBA
2018 RB29,?,3.115,0.167,0,0,10.178,MBA
2018 RA29,?,2.418,0.256,0,0,8.414,MBA
2018 RZ28,?,2.999,0.185,0,0,10.206,MBA
2018 RY28,?,2.66,0.211,0,0,10.493,MBA
2018 RX28,?,2.86,0.152,0,0,10.83,MBA
2018 RT28,?,3.086,0.103,0,0,10.42,MBA
2018 RS28,?,2.695,0.209,0,0,10.024,MBA
2018 RQ28,?,2.846,0.297,0,0,9.434,MBA
2018 RO28,?,2.637,0.158,0,0,10.234,MBA
2018 RN28,?,2.628,0.29,0,0,9.215,MBA
2018 RM28,?,2.325,0.124,0,0,9.627,MBA
2018 RL28,?,3.09,0.343,0,0,9.767,MBA
2018 RK28,?,2.325,0.136,0,0,9.017,MBA
2018 RJ28,?,3.178,0.402,0,0,11.184,MBA
2018 RH28,?,2.778,0.247,0,0,10.316,MBA
2018 RG28,?,3.23,0.013,0,0,12.805,OMB
2018 RC28,?,2.675,0.337,0,0,10.957,MBA
2018 RB28,?,2.296,0.222,0,0,8.615,MBA
2018 RZ27,?,2.705,0.348,0,0,8.707,MBA
2018 RX27,?,1.176,0.265,0,0,12.215,APO
2018 RW27,?,2.782,0.538,0,0,7.786,AMO
2018 RV27,?,1.728,0.492,0,0,5.989,APO
2018 RU27,?,2.743,0.279,0,0,9.442,MBA
2018 RQ27,?,2.624,0.352,0,0,9.1,MBA
2018 RP27,?,2.944,0.229,0,0,9.914,MBA
2018 RN27,?,3.092,0.178,0,0,10.862,MBA
2018 RK27,?,2.724,0.233,0,0,9.409,MBA
2018 RJ27,?,2.373,0.262,0,0,10.488,MBA
2018 RH27,?,2.725,0.231,0,0,9.527,MBA
2018 RF27,?,2.22,0.195,0,0,8.334,MBA
2018 RE27,?,2.803,0.093,0,0,10.035,MBA
2018 RD27,?,2.222,0.241,0,0,8.121,MBA
2018 RC27,?,2.652,0.273,0,0,9.769,MBA
2018 RB27,?,2.934,0.065,0,0,11.033,MBA
2018 RA27,?,2.27,0.211,0,0,8.398,MBA
2018 RZ26,?,2.754,0.055,0,0,10.213,MBA
2018 RV26,?,2.238,0.224,0,0,8.252,MBA
2018 RS26,?,2.748,0.063,0,0,10.166,MBA
2018 RP26,?,2.821,0.2,0,0,9.528,MBA
2018 RO26,?,2.867,0.059,0,0,10.373,MBA
2018 RN26,?,2.41,0.176,0,0,8.871,MBA
2018 RM26,?,2.684,0.388,0,0,8.421,MCA
2018 RL26,?,3.081,0.081,0,0,11.014,MBA
2018 RK26,?,2.321,0.249,0,0,8.317,MBA
2018 RF26,?,2.753,0.254,0,0,10.042,MBA
2018 RE26,?,2.262,0.213,0,0,8.313,MBA
2018 RD26,?,3.989,0.266,0,0,10.608,OMB
2018 RB26,?,2.605,0.331,0,0,8.571,MBA
2018 RA26,?,2.213,0.264,0,0,8.01,MCA
2018 RY25,?,2.763,0.202,0,0,9.736,MBA
2018 RX25,?,2.23,0.182,0,0,8.457,MBA
2018 RW25,?,3.151,0.31,0,0,10.908,MBA
2018 RV25,?,3.423,0.361,0,0,9.582,OMB
2018 RU25,?,2.78,0.272,0,0,9.255,MBA
2018 RS25,?,3.09,0.237,0,0,11.374,MBA
2018 RR25,?,2.622,0.2,0,0,9.179,MBA
2018 RQ25,?,2.735,0.17,0,0,9.632,MBA
2018 RP25,?,3.17,0.297,0,0,10.343,MBA
2018 RM25,?,2.188,0.142,0,0,8.486,MBA
2018 RK25,?,2.629,0.284,0,0,8.826,MBA
2018 RE25,?,2.726,0.233,0,0,9.473,MBA
2018 RC25,?,2.267,0.155,0,0,8.926,MBA
2018 RB25,?,2.464,0.107,0,0,9.505,MBA
2018 RA25,?,3.134,0.226,0,0,10.792,MBA
2018 RX24,?,2.775,0.155,0,0,10.03,MBA
2018 RW24,?,2.195,0.248,0,0,7.952,MCA
2018 RV24,?,2.746,0.173,0,0,9.647,MBA
2018 RU24,?,2.71,0.253,0,0,9.409,MBA
2018 RS24,?,2.485,0.197,0,0,8.989,MBA
2018 RQ24,?,2.241,0.17,0,0,8.654,MBA
2018 RP24,?,2.454,0.177,0,0,9.506,MBA
2018 RN24,?,2.6,0.19,0,0,10.057,MBA
2018 RM24,?,3.174,0.098,0,0,10.956,MBA
2018 RL24,?,2.366,0.237,0,0,8.556,MBA
2018 RJ24,?,2.734,0.181,0,0,9.911,MBA
2018 RH24,?,2.249,0.221,0,0,8.441,MBA
2018 RG24,?,2.3,0.15,0,0,8.881,MBA
2018 RF24,?,2.733,0.193,0,0,9.728,MBA
2018 RE24,?,3.205,0.248,0,0,12.888,OMB
2018 RD24,?,2.429,0.175,0,0,9.56,MBA
2018 RB24,?,3.082,0.22,0,0,10.666,MBA
2018 RA24,?,2.923,0.076,0,0,10.693,MBA
2018 RZ23,?,2.292,0.154,0,0,8.832,MBA
2018 RX23,?,2.68,0.162,0,0,10.766,MBA
2018 RV23,?,3.113,0.214,0,0,10.449,MBA
2018 RU23,?,3.155,0.102,0,0,11.053,MBA
2018 RT23,?,2.927,0.255,0,0,9.609,MBA
2018 RS23,?,2.856,0.078,0,0,10.374,MBA
2018 RR23,?,3.027,0.109,0,0,10.6,MBA
2018 RQ23,?,2.509,0.218,0,0,8.942,MBA
2018 RP23,?,2.586,0.289,0,0,8.689,MBA
2018 RO23,?,2.799,0.185,0,0,9.862,MBA
2018 RN23,?,2.586,0.217,0,0,9.489,MBA
2018 RM23,?,2.605,0.222,0,0,9.087,MBA
2018 RL23,?,2.505,0.155,0,0,9.334,MBA
2018 RK23,?,2.899,0.271,0,0,10.192,MBA
2018 RJ23,?,2.742,0.183,0,0,10.274,MBA
2018 RH23,?,3.093,0.081,0,0,11.036,MBA
2018 RG23,?,2.881,0.118,0,0,10.245,MBA
2018 RF23,?,3.045,0.283,0,0,10.122,MBA
2018 RB23,?,2.367,0.255,0,0,8.282,MBA
2018 RA23,?,2.648,0.202,0,0,10.009,MBA
2018 RY22,?,2.455,0.257,0,0,8.732,MBA
2018 RV22,?,2.308,0.211,0,0,8.406,MBA
2018 RU22,?,3.189,0.249,0,0,12.903,MBA
2018 RS22,?,2.23,0.188,0,0,8.483,MBA
2018 RQ22,?,2.315,0.26,0,0,8.186,MBA
2018 RP22,?,2.249,0.149,0,0,8.704,MBA
2018 RO22,?,2.254,0.224,0,0,8.25,MBA
2018 RN22,?,2.769,0.13,0,0,9.823,MBA
2018 RL22,?,3.065,0.084,0,0,11.578,MBA
2018 RK22,?,3.131,0.176,0,0,10.239,MBA
2018 RJ22,?,2.202,0.208,0,0,8.212,MBA
2018 RH22,?,3.099,0.321,0,0,9.508,MBA
2018 RF22,?,3.179,0.055,0,0,10.926,MBA
2018 RD22,?,1.875,0.126,0,0,9.325,MCA
2018 RC22,?,2.94,0.106,0,0,10.528,MBA
2018 RB22,?,2.367,0.304,0,0,8.044,MCA
2018 RZ21,?,2.326,0.187,0,0,8.673,MBA
2018 RY21,?,2.388,0.233,0,0,8.475,MBA
2018 RX21,?,2.586,0.246,0,0,9.644,MBA
2018 RW21,?,3.02,0.115,0,0,11.175,MBA
2018 RV21,?,2.689,0.325,0,0,8.66,MBA
2018 RU21,?,2.352,0.225,0,0,8.399,MBA
2018 RR21,?,3.859,0.307,0,0,10.465,OMB
2018 RQ21,?,2.944,0.282,0,0,9.339,MBA
2018 RN21,?,3.14,0.194,0,0,10.088,MBA
2018 RM21,?,2.606,0.194,0,0,9.413,MBA
2018 RL21,?,2.464,0.156,0,0,9.648,MBA
2018 RK21,?,2.207,0.159,0,0,8.609,MBA
2018 RJ21,?,3.804,0.142,0,0,11.014,OMB
2018 RH21,?,3.148,0.228,0,0,10.966,MBA
2018 RG21,?,2.565,0.2,0,0,9.682,MBA
2018 RD21,?,2.714,0.151,0,0,11.123,MBA
2018 RC21,?,2.425,0.204,0,0,8.786,MBA
2018 RB21,?,3.21,0.257,0,0,17.395,OMB
2018 RA21,?,3.425,0.099,0,0,11.646,OMB
2018 RX20,?,2.499,0.237,0,0,8.743,MBA
2018 RW20,?,2.784,0.175,0,0,9.964,MBA
2018 RV20,?,3.146,0.098,0,0,13.568,MBA
2018 RU20,?,2.699,0.301,0,0,9.044,MBA
2018 RT20,?,3.212,0.276,0,0,9.773,OMB
2018 RR20,?,2.274,0.26,0,0,8.114,MBA
2018 RP20,?,2.4,0.218,0,0,8.668,MBA
2018 RN20,?,2.577,0.36,0,0,8.472,MCA
2018 RM20,?,2.43,0.355,0,0,7.938,MCA
2018 RH20,?,3.172,0.156,0,0,10.637,MBA
2018 RG20,?,2.364,0.196,0,0,8.605,MBA
2018 RE20,?,2.411,0.22,0,0,8.936,MBA
2018 RD20,?,2.334,0.196,0,0,8.819,MBA
2018 RB20,?,2.591,0.189,0,0,9.763,MBA
2018 RZ19,?,2.227,0.247,0,0,8.136,MBA
2018 RX19,?,2.258,0.203,0,0,8.577,MBA
2018 RW19,?,3.95,0.296,0,0,10.378,OMB
2018 RS19,?,2.29,0.259,0,0,8.301,MBA
2018 RP19,?,3.221,0.27,0,0,10.191,OMB
2018 RO19,?,2.55,0.256,0,0,8.827,MBA
2018 RN19,?,2.4,0.211,0,0,8.752,MBA
2018 RL19,?,3.073,0.212,0,0,10.262,MBA
2018 RK19,?,2.22,0.202,0,0,8.329,MBA
2018 RJ19,?,2.354,0.193,0,0,8.594,MBA
2018 RH19,?,2.555,0.27,0,0,8.667,MBA
2018 RG19,?,2.356,0.2,0,0,8.559,MBA
2018 RF19,?,2.225,0.204,0,0,8.28,MBA
2018 RV18,?,2.365,0.266,0,0,8.362,MBA
2018 RU18,?,2.581,0.191,0,0,9.289,MBA
2018 RT18,?,2.693,0.152,0,0,9.665,MBA
2018 RQ18,?,2.605,0.256,0,0,9.815,MBA
2018 RP18,?,2.64,0.292,0,0,9.383,MBA
2018 RM18,?,3.13,0.208,0,0,10.298,MBA
2018 RL18,?,2.378,0.109,0,0,9.262,MBA
2018 RK18,?,2.701,0.178,0,0,10.082,MBA
2018 RJ18,?,2.243,0.217,0,0,8.458,MBA
2018 RH18,?,2.296,0.241,0,0,8.383,MBA
2018 RE18,?,3.075,0.357,0,0,10.336,MBA
2018 RD18,?,2.776,0.238,0,0,9.419,MBA
2018 RC18,?,2.717,0.197,0,0,9.543,MBA
2018 RB18,?,2.397,0.226,0,0,9.351,MBA
2018 RA18,?,3.088,0.1,0,0,10.717,MBA
2018 RY17,?,2.532,0.257,0,0,8.707,MBA
2018 RX17,?,3.103,0.038,0,0,10.894,MBA
2018 RW17,?,2.671,0.233,0,0,9.654,MBA
2018 RV17,?,3.151,0.129,0,0,10.399,MBA
2018 RU17,?,2.477,0.208,0,0,9.878,MBA
2018 RT17,?,2.436,0.201,0,0,8.75,MBA
2018 RS17,?,2.591,0.2,0,0,9.726,MBA
2018 RQ17,?,2.585,0.13,0,0,9.563,MBA
2018 RP17,?,2.252,0.135,0,0,8.648,MBA
2018 RO17,?,2.646,0.273,0,0,9.6,MBA
2018 RN17,?,2.18,0.21,0,0,8.083,MBA
2018 RM17,?,2.744,0.208,0,0,9.798,MBA
2018 RL17,?,2.281,0.217,0,0,8.549,MBA
2018 RF17,?,2.268,0.146,0,0,8.797,MBA
2018 RE17,?,3.144,0.176,0,0,10.453,MBA
2018 RD17,?,2.687,0.241,0,0,9.771,MBA
2018 RC17,?,2.786,0.068,0,0,11.138,MBA
2018 RB17,?,2.58,0.194,0,0,9.613,MBA
2018 RZ16,?,2.234,0.169,0,0,8.617,MBA
2018 RY16,?,2.718,0.325,0,0,9.048,MBA
2018 RX16,?,3.051,0.204,0,0,9.86,MBA
2018 RW16,?,3.084,0.205,0,0,10.546,MBA
2018 RV16,?,2.31,0.234,0,0,8.309,MBA
2018 RU16,?,2.253,0.39,0,0,7.269,MCA
2018 RT16,?,2.845,0.064,0,0,10.227,MBA
2018 RS16,?,3.948,0.276,0,0,11.055,OMB
2018 RR16,?,2.703,0.168,0,0,10.146,MBA
2018 RQ16,?,2.382,0.2,0,0,8.662,MBA
2018 RP16,?,2.359,0.12,0,0,9.12,MBA
2018 RO16,?,3.249,0.048,0,0,11.434,OMB
2018 RN16,?,2.355,0.318,0,0,10.296,MCA
2018 RM16,?,2.532,0.058,0,0,10.135,MBA
2018 RL16,?,3.079,0.182,0,0,11.057,MBA
2018 RK16,?,2.637,0.162,0,0,9.999,MBA
2018 RJ16,?,2.355,0.236,0,0,8.511,MBA
2018 RH16,?,2.362,0.2,0,0,8.665,MBA
2018 RG16,?,2.667,0.137,0,0,10.502,MBA
2018 RF16,?,3.103,0.213,0,0,11.536,MBA
2018 RE16,?,3.03,0.091,0,0,12.126,MBA
2018 RB16,?,3.186,0.142,0,0,10.403,MBA
2018 RA16,?,2.568,0.164,0,0,9.552,MBA
2018 RZ15,?,2.701,0.069,0,0,10.04,MBA
2018 RY15,?,3.059,0.204,0,0,11.478,MBA
2018 RX15,?,2.213,0.069,0,0,9.144,MBA
2018 RW15,?,2.689,0.094,0,0,9.812,MBA
2018 RV15,?,2.464,0.13,0,0,9.156,MBA
2018 RT15,?,2.554,0.246,0,0,9.915,MBA
2018 RS15,?,2.458,0.071,0,0,9.539,MBA
2018 RR15,?,2.678,0.244,0,0,9.083,MBA
2018 RQ15,?,2.636,0.269,0,0,9.468,MBA
2018 RP15,?,2.581,0.286,0,0,9.099,MBA
2018 RE15,?,2.597,0.267,0,0,9.566,MBA
2018 RC15,?,3.187,0.255,0,0,10.722,MBA
2018 RB15,?,2.365,0.218,0,0,8.658,MBA
2018 RA15,?,2.407,0.241,0,0,8.525,MBA
2018 RZ14,?,3.179,0.091,0,0,11.716,MBA
2018 RY14,?,3.252,0.323,0,0,9.585,OMB
2018 RX14,?,2.366,0.228,0,0,8.44,MBA
2018 RV14,?,2.595,0.168,0,0,9.335,MBA
2018 RT14,?,2.582,0.314,0,0,8.498,MBA
2018 RS14,?,3.144,0.187,0,0,11.384,MBA
2018 RR14,?,2.808,0.3,0,0,9.355,MBA
2018 RQ14,?,2.344,0.243,0,0,8.349,MBA
2018 RP14,?,2.291,0.238,0,0,8.362,MBA
2018 RO14,?,3.035,0.211,0,0,10.326,MBA
2018 RN14,?,2.45,0.265,0,0,9.029,MBA
2018 RM14,?,2.42,0.243,0,0,8.54,MBA
2018 RL14,?,2.291,0.227,0,0,8.346,MBA
2018 RK14,?,2.911,0.129,0,0,10.016,MBA
2018 RJ14,?,2.29,0.234,0,0,8.228,MBA
2018 RH14,?,3.076,0.14,0,0,10.712,MBA
2018 RG14,?,2.607,0.122,0,0,10.033,MBA
2018 RF14,?,2.348,0.208,0,0,8.51,MBA
2018 RE14,?,2.807,0.168,0,0,9.755,MBA
2018 RD14,?,2.192,0.228,0,0,7.989,MBA
2018 RC14,?,2.212,0.267,0,0,8.129,MCA
2018 RB14,?,2.329,0.253,0,0,8.192,MBA
2018 RA14,?,2.471,0.169,0,0,10.209,MBA
2018 RZ13,?,2.81,0.17,0,0,9.953,MBA
2018 RX13,?,3.13,0.269,0,0,10.239,MBA
2018 RW13,?,2.4,0.113,0,0,9.306,MBA
2018 RV13,?,2.218,0.228,0,0,8.26,MBA
2018 RU13,?,2.19,0.238,0,0,8.012,MBA
2018 RT13,?,2.261,0.178,0,0,8.599,MBA
2018 RS13,?,3.09,0.198,0,0,9.926,MBA
2018 RR13,?,2.595,0.269,0,0,9.956,MBA
2018 RQ13,?,2.661,0.327,0,0,8.512,MBA
2018 RN13,?,2.317,0.105,0,0,9.172,MBA
2018 RM13,?,3.099,0.068,0,0,10.739,MBA
2018 RL13,?,2.569,0.236,0,0,8.934,MBA
2018 RK13,?,3.295,0.231,0,0,11.092,OMB
2018 RJ13,?,2.152,0.213,0,0,7.954,MBA
2018 RH13,?,3.078,0.142,0,0,11.473,MBA
2018 RG13,?,2.688,0.312,0,0,8.98,MBA
2018 RF13,?,2.376,0.218,0,0,8.535,MBA
2018 RE13,?,2.922,0.219,0,0,9.638,MBA
2018 RC13,?,2.228,0.185,0,0,8.453,MBA
2018 RB13,?,2.282,0.244,0,0,8.197,MBA
2018 RA13,?,2.293,0.264,0,0,8.223,MBA
2018 RZ12,?,2.645,0.298,0,0,9.332,MBA
2018 RY12,?,2.721,0.287,0,0,9.168,MBA
2018 RU12,?,2.461,0.142,0,0,9.256,MBA
2018 RT12,?,3.147,0.199,0,0,10.427,MBA
2018 RS12,?,2.175,0.226,0,0,7.983,MBA
2018 RR12,?,2.224,0.217,0,0,8.252,MBA
2018 RQ12,?,2.686,0.354,0,0,9.54,MBA
2018 RP12,?,2.608,0.262,0,0,9.839,MBA
2018 RO12,?,3.188,0.198,0,0,11.289,MBA
2018 RN12,?,2.375,0.121,0,0,9.334,MBA
2018 RM12,?,2.206,0.258,0,0,8.084,MCA
2018 RG12,?,2.389,0.318,0,0,8.735,MCA
2018 RF12,?,2.6,0.29,0,0,9.169,MBA
2018 RE12,?,3.164,0.232,0,0,10.682,MBA
2018 RD12,?,2.681,0.252,0,0,9.641,MBA
2018 RB12,?,3.092,0.22,0,0,10.671,MBA
2018 RY11,?,2.653,0.253,0,0,9.754,MBA
2018 RX11,?,3.233,0.216,0,0,10.838,OMB
2018 RR11,?,2.35,0.193,0,0,9.137,MBA
2018 RQ11,?,3.01,0.25,0,0,10.291,MBA
2018 RP11,?,2.66,0.153,0,0,10.311,MBA
2018 RN11,?,3.067,0.302,0,0,10.205,MBA
2018 RM11,?,3.139,0.183,0,0,11.158,MBA
2018 RH11,?,3.204,0.039,0,0,11.74,OMB
2018 RG11,?,3.094,0.252,0,0,10.63,MBA
2018 RF11,?,2.541,0.201,0,0,9.621,MBA
2018 RD11,?,3.193,0.056,0,0,11.783,MBA
2018 RC11,?,2.572,0.259,0,0,9.871,MBA
2018 RA11,?,2.716,0.212,0,0,9.986,MBA
2018 RZ10,?,2.576,0.163,0,0,9.805,MBA
2018 RX10,?,3.162,0.255,0,0,10.768,MBA
2018 RW10,?,2.554,0.147,0,0,10.244,MBA
2018 RV10,?,2.746,0.203,0,0,10.198,MBA
2018 RS10,?,3.157,0.229,0,0,10.736,MBA
2018 RR10,?,3.209,0.258,0,0,10.515,OMB
2018 RQ10,?,2.731,0.213,0,0,9.909,MBA
2018 RO10,?,2.305,0.208,0,0,8.79,MBA
2018 RM10,?,3.447,0.145,0,0,11.417,OMB
2018 RL10,?,2.383,0.295,0,0,8.635,MBA
2018 RJ10,?,2.642,0.232,0,0,9.753,MBA
2018 RH10,?,2.574,0.255,0,0,9.469,MBA
2018 RG10,?,2.645,0.181,0,0,10.045,MBA
2018 RC10,?,1.881,0.061,0,0,10.125,IMB
2018 RA10,?,2.566,0.229,0,0,10.405,MBA
2018 RZ9,?,3.071,0.21,0,0,10.117,MBA
2018 RY9,?,2.453,0.174,0,0,9.366,MBA
2018 RX9,?,2.597,0.214,0,0,9.978,MBA
2018 RW9,?,1.879,0.059,0,0,10.483,IMB
2018 RV9,?,2.226,0.189,0,0,8.481,MBA
2018 RU9,?,2.31,0.126,0,0,9.111,MBA
2018 RT9,?,2.769,0.237,0,0,9.485,MBA
2018 RS9,?,2.272,0.221,0,0,8.265,MBA
2018 RO9,?,2.661,0.273,0,0,9.542,MBA
2018 RN9,?,2.618,0.23,0,0,8.979,MBA
2018 RM9,?,2.265,0.192,0,0,8.6,MBA
2018 RL9,?,3.248,0.071,0,0,11.79,OMB
2018 RK9,?,2.307,0.213,0,0,8.387,MBA
2018 RJ9,?,2.569,0.297,0,0,9.373,MBA
2018 RH9,?,3.16,0.094,0,0,11.01,MBA
2018 RG9,?,2.568,0.34,0,0,8.936,MBA
2018 RF9,?,2.237,0.193,0,0,8.425,MBA
2018 RE9,?,2.736,0.058,0,0,10.253,MBA
2018 RC9,?,3.158,0.147,0,0,10.968,MBA
2018 RB9,?,2.799,0.115,0,0,10.002,MBA
2018 RA9,?,3.044,0.064,0,0,11.109,MBA
2018 RZ8,?,3.078,0.066,0,0,11.133,MBA
2018 RY8,?,3.108,0.126,0,0,10.461,MBA
2018 RX8,?,2.32,0.197,0,0,8.659,MBA
2018 RW8,?,2.726,0.144,0,0,9.747,MBA
2018 RV8,?,2.147,0.182,0,0,8.137,MBA
2018 RU8,?,2.259,0.398,0,0,14.399,MCA
2018 RT8,?,1.854,0.186,0,0,15.493,MCA
2018 RS8,?,4.288,0.567,0,0,12.179,OMB
2018 RR8,?,2.617,0.776,0,0,18.372,APO
2018 RQ8,?,2.417,0.265,0,0,12.543,MBA
2018 RP8,?,0.785,0.515,0,0,11.943,ATE
2018 RO8,?,1.453,0.362,0,0,6.574,APO
2018 RN8,?,2.55,0.349,0,0,12.432,MCA
2018 RM8,?,2.941,0.519,0,0,11.237,MCA
2018 RL8,?,2.767,0.388,0,0,10.294,MBA
2018 RK8,?,2.577,0.331,0,0,12.67,MBA
2018 RJ8,?,2.218,0.33,0,0,7.671,MCA
2018 RH8,?,1.902,0.093,0,0,11.006,IMB
2018 RG8,?,1.681,0.407,0,0,5.454,APO
2018 RF8,?,1.421,0.515,0,0,7.695,APO
2018 RE8,?,1.516,0.409,0,0,5.641,APO
2018 RD8,?,2.413,0.584,0,0,6.422,APO
2018 RC8,?,1.835,0.403,0,0,7.215,AMO
2018 RB8,?,1.64,0.325,0,0,6.979,AMO
2018 RA8,?,1.791,0.475,0,0,6.035,APO
2018 RZ7,?,1.46,0.245,0,0,5.848,AMO
2018 RY7,?,1.016,0.147,0,0,7.031,APO
2018 RX7,?,2.322,0.525,0,0,6.621,AMO
2018 RW7,?,1.614,0.444,0,0,6.148,APO
2018 RV7,?,1.635,0.497,0,0,6.141,APO
2018 RU7,?,2.75,0.573,0,0,10.042,AMO
2018 RT7,?,1.397,0.112,0,0,8.451,AMO
2018 RS7,?,2.331,0.503,0,0,6.727,AMO
2018 RR7,?,1.707,0.367,0,0,5.773,AMO
2018 RQ7,?,2.6,0.362,0,0,11.835,MCA
2018 RP7,?,2.616,0.313,0,0,14.141,MBA
2018 RO7,?,2.153,0.547,0,0,6.515,APO
2018 RN7,?,1.927,0.657,0,0,7.669,APO
2018 RM7,?,1.833,0.627,0,0,7.534,APO
2018 RL7,?,1.603,0.507,0,0,6.488,APO
2018 RK7,?,2.805,0.541,0,0,7.568,AMO
2018 RJ7,?,2.671,0.645,0,0,6.837,APO (PHA)
2018 RH7,?,0.965,0.276,0,0,12.58,ATE
2018 RG7,?,1.461,0.241,0,0,5.175,AMO
2018 RF7,?,2.539,0.49,0,0,7.229,AMO
2018 RE7,?,1.343,0.385,0,0,6.726,APO
2018 RD7,?,1.953,0.478,0,0,5.661,AMO
2018 RC7,?,1.363,0.207,0,0,6.645,AMO
2018 RB7,?,2.443,0.674,0,0,7.326,APO (PHA)
2018 RA7,?,2.096,0.456,0,0,15.279,AMO
2018 RZ6,?,1.607,0.441,0,0,6.917,APO
2018 RY6,?,2.074,0.628,0,0,7.128,APO
2018 RX6,?,2.451,0.58,0,0,6.433,AMO
2018 RW6,?,1.884,0.395,0,0,10.964,AMO
2018 RV6,?,2.208,0.316,0,0,10.386,MCA
2018 RU6,?,2.523,0.442,0,0,8.443,MCA
2018 RT6,?,2.654,0.383,0,0,8.421,MCA
2018 RS6,?,2.738,0.504,0,0,7.953,MCA
2018 RR6,?,2.27,0.35,0,0,11.229,MCA
2018 RQ6,?,2.542,0.298,0,0,12.251,MBA
